Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR7813443,2019-07-15 13:18:31,2018-09-10 10:23:19,56328,33796800,56328,600,16,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813443,SRX4665059,WAR_5_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760126,SAMN09993010,simple,408170,human gut metagenome,WAR_5_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,1E30321F8F396E05D067F79E8BE9ACC3,D5B6442FF891BF6288FE6F699D28D739
SRR7813442,2019-07-15 13:18:31,2018-09-10 10:23:20,41330,24798000,41330,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813442,SRX4665060,WAR_5_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760127,SAMN09993009,simple,408170,human gut metagenome,WAR_5_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,6F1431C65E8A099BF033AB6DF41423BB,7673482ED361D9C34B6210784C44925C
SRR7813441,2019-07-15 13:18:31,2018-09-10 10:23:02,6397,3838200,6397,600,2,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813441,SRX4665061,WAR_5_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760128,SAMN09993008,simple,408170,human gut metagenome,WAR_5_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,BEA68EC3E8966DD1D9808DDD4ED89924,7EBFE4B400B17F9A96F81F57A8C79077
SRR7813440,2019-07-15 13:18:31,2018-09-10 10:23:04,9287,5572200,9287,600,3,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813440,SRX4665062,WAR_3_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760129,SAMN09993007,simple,408170,human gut metagenome,WAR_3_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,6D5FCA3FC4A73663BB0D05CF9DCEC3C5,697C461D36AE258AB65E180916F752EA
SRR7813439,2019-07-15 13:18:31,2018-09-10 10:23:15,35714,21428400,35714,600,11,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813439,SRX4665063,WAR_3_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760130,SAMN09993006,simple,408170,human gut metagenome,WAR_3_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,53136368FB2BC7995BA25EA8E5C34C7F,7B795C295B88CAAD2834EB84F93E99FD
SRR7813438,2019-07-15 13:18:31,2018-09-10 10:22:57,2375,1425000,2375,600,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813438,SRX4665064,WAR_3_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760131,SAMN09993005,simple,408170,human gut metagenome,WAR_3_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,C789A5A7E598E79524B70A511E8C09EE,F639FBF614FE3620ADA3F122EF2A0648
SRR7813437,2019-07-15 13:18:31,2018-09-10 10:23:01,3589,2153400,3589,600,1,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813437,SRX4665065,WAR_3_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760132,SAMN09993004,simple,408170,human gut metagenome,WAR_3_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,BA498F2FA0F4DB264711E717EE2B210F,D65C606F3D4D62D08448B32126DDD2D9
SRR7813436,2019-07-15 13:18:31,2018-09-10 10:22:56,1383,829800,1383,600,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813436,SRX4665066,WAR_2_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760133,SAMN09993003,simple,408170,human gut metagenome,WAR_2_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,D7C397D74BBBC5803DC03338F8CA27D1,EE42DB35AEC5EE2B4C6E927AD5DADAFA
SRR7813435,2019-07-15 13:18:31,2018-09-10 10:22:56,596,357600,596,600,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813435,SRX4665067,WAR_2_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760134,SAMN09993002,simple,408170,human gut metagenome,WAR_2_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,AFFD758DE137F41DEE537CAB2E053844,A89F867B0372B4763EA7939B32DC8951
SRR7813402,2019-07-15 13:18:29,2018-09-10 10:23:10,39408,23644800,39408,600,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813402/SRR7813402.1,SRX4664868,KRA_6_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759935,SAMN09992876,simple,408170,human gut metagenome,KRA_6_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,B195E0AD042CE2196AD8B159F6DA6B20,B7B135DA4294090F7F8E5F9E9CFE3667
SRR7813401,2019-07-15 13:18:29,2018-09-10 10:22:43,2731,1638600,2731,600,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/007630/SRR7813401,SRX4664869,REH_1_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759936,SAMN09992879,simple,408170,human gut metagenome,REH_1_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,5A4B7F7939D3A3BD1084A4FE639A7217,0FD603BA2B21E4137D535791967319DC
SRR7813399,2019-07-15 13:18:29,2018-09-10 10:23:09,39267,23560200,39267,600,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813399/SRR7813399.1,SRX4664871,KRA_5_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759937,SAMN09992871,simple,408170,human gut metagenome,KRA_5_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,11C20A0E2D76B0C781E25D1AC72CE2F5,014251ACFC76A77929E06586ECCCCF06
SRR7813400,2019-07-15 13:18:29,2018-09-10 10:23:09,44221,26532600,44221,600,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813400/SRR7813400.1,SRX4664870,REH_1_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759938,SAMN09992878,simple,408170,human gut metagenome,REH_1_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,683A53AFAC9407FE78513C2739544091,CEF094F0453CA291B8203D8E3969D200
SRR7813398,2019-07-15 13:18:29,2018-09-10 10:23:07,40872,24523200,40872,600,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813398/SRR7813398.1,SRX4664872,REH_7_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759939,SAMN09992896,simple,408170,human gut metagenome,REH_7_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,DF8073B6B53F648FB1BB424E1ED4C458,CB9901ADF5F8ADC322C60FAE7CBCEAD4
SRR7813397,2019-07-15 13:18:29,2018-09-10 10:23:00,21256,12753600,21256,600,6,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813397,SRX4664873,EDM_2_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759940,SAMN09992809,simple,408170,human gut metagenome,EDM_2_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,235168259EE430220357EE84627A5EA1,631DB96995A161D6617A36C824BC31BF
SRR7813396,2019-07-15 13:18:29,2018-09-10 10:23:04,27535,16521000,27535,600,8,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813396,SRX4664874,EDM_2_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759941,SAMN09992808,simple,408170,human gut metagenome,EDM_2_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,0DC22005994C614D2F20A99793D032D6,6744B82FC5092EB86FE6798E3751C2B3
SRR7813395,2019-07-15 13:18:29,2018-09-10 10:22:42,2314,1388400,2314,600,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/007630/SRR7813395,SRX4664875,EDM_2_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759942,SAMN09992807,simple,408170,human gut metagenome,EDM_2_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,7D0EFF9CC6F6483070297160083E1A57,4A19167FBD884C8625D6C952744C81AF
SRR7813393,2019-07-15 13:18:29,2018-09-10 10:22:41,1047,628200,1047,600,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813393,SRX4664877,EDM_2_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759943,SAMN09992806,simple,408170,human gut metagenome,EDM_2_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,CEAB47ADD2D0A535F273A49C8C6C8AC1,6CD74CA43E5B0F542DB02957D82FF96E
SRR7813394,2019-07-15 13:18:29,2018-09-10 10:22:57,38756,23253600,38756,600,11,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813394,SRX4664876,KRA_5_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759944,SAMN09992870,simple,408170,human gut metagenome,KRA_5_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,749953EA53B8CD7301C42C1F1108BD0B,B878D1F504A392A63B5B8D968843F460
SRR7813392,2019-07-15 13:18:29,2018-09-10 10:23:06,42523,25513800,42523,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813392,SRX4664878,KRA_2_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759945,SAMN09992864,simple,408170,human gut metagenome,KRA_2_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,D5970431F3143A1DAC42AEE2053E404E,2FEAF9EB748EE5F6E3300976AEED3A65
SRR7813390,2019-07-15 13:18:29,2018-09-10 10:22:56,39668,23800800,39668,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813390,SRX4664880,KRA_2_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759946,SAMN09992862,simple,408170,human gut metagenome,KRA_2_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,43D3355D8A5F54D238C0A04863F91D1D,E9B39EE9B9BD4FB01F0EC7D7ECE17429
SRR7813391,2019-07-15 13:18:29,2018-09-10 10:23:02,46616,27969600,46616,600,15,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813391,SRX4664879,EDM_1_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759947,SAMN09992805,simple,408170,human gut metagenome,EDM_1_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,1A821AADE69E1045A9F1662B02793D3C,9861B25B25D7510281417348BFD6B203
SRR7813389,2019-07-15 13:18:29,2018-09-10 10:23:04,37405,22443000,37405,600,11,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813389,SRX4664881,KRA_2_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759948,SAMN09992863,simple,408170,human gut metagenome,KRA_2_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,119BE169B6C233109EF48DF2ACA90D40,C0582644294330526C2DEA132B46552A
SRR7813387,2019-07-15 13:18:29,2018-09-10 10:22:56,34695,20817000,34695,600,10,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813387,SRX4664883,KRA_4_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759949,SAMN09992869,simple,408170,human gut metagenome,KRA_4_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,D074EEDEDEEF6EDFB92A2708971FBD46,C2F199F5AAA1AD6622424014B975DCB4
SRR7813388,2019-07-15 13:18:29,2018-09-10 10:23:03,29574,17744400,29574,600,8,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813388,SRX4664882,KRA_4_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759950,SAMN09992868,simple,408170,human gut metagenome,KRA_4_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,F685E1DECFF2A4E9A1394566A788FB3D,7A7EF88DA02728047A67985DFA0C38ED
SRR7813386,2019-07-15 13:18:29,2018-09-10 10:23:07,37906,22743600,37906,600,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813386/SRR7813386.1,SRX4664884,KRA_4_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759951,SAMN09992866,simple,408170,human gut metagenome,KRA_4_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,67504DE95FA75E8328BABEF754C743D0,B8FCE8A9A5F457D2EC272A45C894E0A4
SRR7813385,2019-07-15 13:18:29,2018-09-10 10:22:59,33676,20205600,33676,600,10,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813385,SRX4664885,EDM_1_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759952,SAMN09992804,simple,408170,human gut metagenome,EDM_1_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,D15AC317039690E59D5374193880D940,93336955563BD69F9AAEEBE5DA619C64
SRR7813384,2019-07-15 13:18:29,2018-09-10 10:23:06,40130,24078000,40130,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813384,SRX4664886,TLV_14_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759953,SAMN09992975,simple,408170,human gut metagenome,TLV_14_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,39509FBD6C3E71DCE213D0B09E53B335,CBE99F5387097C65527B963A2A6F10DC
SRR7813383,2019-07-15 13:18:29,2018-09-10 10:23:01,47598,28558800,47598,600,14,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813383,SRX4664887,TLV_14_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759954,SAMN09992974,simple,408170,human gut metagenome,TLV_14_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,6D956B49041057416FE3C90EDA8BB71A,43F94A3FCB13EDA4C91346A6B8B12B80
SRR7813382,2019-07-15 13:18:29,2018-09-10 10:22:55,29599,17759400,29599,600,8,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813382,SRX4664888,TLV_7_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759955,SAMN09992961,simple,408170,human gut metagenome,TLV_7_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,82F9E220F378334977123D395E5D1305,422635CD923A2B6B8D56003B00E79B87
SRR7813380,2019-07-15 13:18:29,2018-09-10 10:22:58,44770,26862000,44770,600,13,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813380,SRX4664890,TLV_7_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759956,SAMN09992959,simple,408170,human gut metagenome,TLV_7_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,05890C96A0689741D5093B49CEBE8902,8DF55C3D3358C2C957A940E8E765CEED
SRR7813381,2019-07-15 13:18:29,2018-09-10 10:22:58,39954,23972400,39954,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813381,SRX4664889,TLV_7_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759957,SAMN09992960,simple,408170,human gut metagenome,TLV_7_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,A874E12D727440C495ED3A7AC1E60B90,0FAEED4AEB3BDB5C185F08F294448CF3
SRR7813379,2019-07-15 13:18:29,2018-09-10 10:22:51,49368,29620800,49368,600,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813379/SRR7813379.1,SRX4664891,TLV_6_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759958,SAMN09992958,simple,408170,human gut metagenome,TLV_6_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,AE609281232BD8C1A54A84A82A8AF7AB,1B98708B133912048C3FBD790FE792F7
SRR7813378,2019-07-15 13:18:29,2018-09-10 10:22:52,43263,25957800,43263,600,13,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813378,SRX4664892,TLV_6_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759959,SAMN09992957,simple,408170,human gut metagenome,TLV_6_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,0EBB07094337E11AD20558F8083C1110,89BB7DD3F321AA83DC0415D6FBBAFDF3
SRR7813377,2019-07-15 13:18:29,2018-09-10 10:22:49,36599,21959400,36599,600,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813377/SRR7813377.1,SRX4664893,TLV_6_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759960,SAMN09992956,simple,408170,human gut metagenome,TLV_6_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,FBF7E6E8425BA425C08EEE4816CC9E90,981C15EFC107F8D8DFD804568BAEEFE2
SRR7813374,2019-07-15 13:18:29,2018-09-10 10:22:48,37589,22553400,37589,600,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813374/SRR7813374.1,SRX4664896,TLV_5_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759961,SAMN09992953,simple,408170,human gut metagenome,TLV_5_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,B697D7A020FA41042D7924AD0CC3D26E,40C891BB6C4CFB8AD308D7A81F819010
SRR7813376,2019-07-15 13:18:29,2018-09-10 10:22:56,41873,25123800,41873,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813376,SRX4664894,TLV_6_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759962,SAMN09992955,simple,408170,human gut metagenome,TLV_6_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,15EFD794DE9120BD7C4FBC96D7A65C2F,60433178FE766E8B11F0ACB3FA986998
SRR7813375,2019-07-15 13:18:29,2018-09-10 10:22:56,40885,24531000,40885,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813375,SRX4664895,TLV_5_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759963,SAMN09992954,simple,408170,human gut metagenome,TLV_5_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,5668AA439004515E3FA186CFC883F8CB,1B262D24FA2483A72374F82E34CAFC84
SRR7813373,2019-07-15 13:18:29,2018-09-10 10:22:56,35937,21562200,35937,600,11,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813373,SRX4664897,TLV_5_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759964,SAMN09992952,simple,408170,human gut metagenome,TLV_5_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,DB234DC310CFFE27AB552798C103A974,4F8A28475F4224F1AF8181E875AD0734
SRR7813371,2019-07-15 13:18:29,2018-09-10 10:22:51,34527,20716200,34527,600,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813371/SRR7813371.1,SRX4664899,WAR_12_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759965,SAMN09993033,simple,408170,human gut metagenome,WAR_12_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,2ACDA1A795CA29077849283B3762163E,2712C630DD8A6908EB71BB67458FAF07
SRR7813372,2019-07-15 13:18:29,2018-09-10 10:22:55,33321,19992600,33321,600,10,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813372,SRX4664898,WAR_12_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759966,SAMN09993032,simple,408170,human gut metagenome,WAR_12_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,A163843377CF19AFAFA5042192E732E1,A9026F6D56C5D5E8180DE7EA54562945
SRR7813370,2019-07-15 13:18:29,2018-09-10 10:22:55,45444,27266400,45444,600,13,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813370,SRX4664900,KRA_4_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759967,SAMN09992867,simple,408170,human gut metagenome,KRA_4_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,67F5E9D762D71E878ADF0CE1BECB6617,F768FC908E620C8E2E033DBED6624338
SRR7813369,2019-07-15 13:18:29,2018-09-10 10:22:55,42871,25722600,42871,600,13,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813369,SRX4664901,REH_6_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759968,SAMN09992892,simple,408170,human gut metagenome,REH_6_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,01BF2F62ABBDF9919FAD1B9F942A168F,E8D5268D0BE61987AAF9B152E983246B
SRR7813368,2019-07-15 13:18:29,2018-09-10 10:22:51,44117,26470200,44117,600,13,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813368,SRX4664902,KRA_1_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759969,SAMN09992859,simple,408170,human gut metagenome,KRA_1_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,1A45EBB0258D77166D2062F19452CEB9,CEE39E4B6FC299E584C8863D63F551D5
SRR7813367,2019-07-15 13:18:29,2018-09-10 10:22:55,46781,28068600,46781,600,14,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813367,SRX4664903,KRA_1_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759970,SAMN09992858,simple,408170,human gut metagenome,KRA_1_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,FAE9A4A910FB5AE2FA433C16851A4CA3,0E831922CCB3B9BF51D56A0611275395
SRR7813366,2019-07-15 13:18:29,2018-09-10 10:22:28,1503,901800,1503,600,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813366,SRX4664904,JER_15_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3759971,SAMN09992857,simple,408170,human gut metagenome,JER_15_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,1E45B261759BC873B846BC4033BBB138,CDD7CEAB080C024CFD5BAD5F20B5DDAB
